task_id,employee_id,department,task_category,priority,assigned_date,deadline,completion_date,completed,deadline_met,hours_estimated,hours_actual,efficiency_score,satisfaction_rating
TASK00986,EMP0199,Marketing,Feature Dev,Medium,2026-01-25,2026-02-04,2026-02-03,True,True,2,2.8,65.0,5.0
TASK00987,EMP0075,Engineering,Training,High,2025-11-28,2025-12-02,,False,False,10,,,
TASK00988,EMP0166,HR,Bug Fix,Low,2025-11-10,2025-11-17,2025-11-22,True,False,13,11.2,89.0,1.0
TASK00989,EMP0021,Support,Training,Low,2025-04-23,2025-05-03,2025-05-06,True,False,21,28.9,83.0,2.0
TASK00990,EMP0081,Finance,Training,Low,2026-02-14,2026-02-19,2026-02-21,True,False,25,48.9,62.6,5.0
TASK00991,EMP0005,Support,Documentation,Medium,2025-10-02,2025-10-05,2025-10-03,True,True,29,29.5,86.6,2.0
TASK00992,EMP0044,Support,Testing,High,2025-10-24,2025-10-30,2025-11-04,True,False,31,43.4,65.7,5.0
TASK00993,EMP0124,Engineering,Report,Medium,2025-09-04,2025-09-10,2025-09-14,True,False,23,17.1,64.9,1.0
TASK00994,EMP0164,HR,Documentation,Medium,2025-05-12,2025-05-13,2025-05-14,True,False,31,44.5,81.6,4.0
TASK00995,EMP0031,Support,Bug Fix,High,2025-09-24,2025-10-08,2025-10-12,True,False,15,16.5,88.9,3.0
TASK00996,EMP0007,Support,Documentation,Low,2026-01-01,2026-01-07,2026-01-06,True,True,11,10.3,78.5,5.0
TASK00997,EMP0060,Finance,Code Review,Critical,2026-01-05,2026-01-11,2026-01-09,True,True,14,11.2,62.6,2.0
TASK00998,EMP0135,Sales,Code Review,High,2025-10-26,2025-11-07,2025-11-08,True,False,13,10.3,86.5,3.0
TASK00999,EMP0089,Engineering,Client Call,Critical,2025-08-17,2025-08-18,,False,False,10,,,
TASK01000,EMP0187,Sales,Testing,Medium,2025-05-30,2025-06-01,2025-06-02,True,False,21,24.9,79.1,3.0
TASK01001,EMP0075,Engineering,Feature Dev,Medium,2026-03-28,2026-04-06,,False,False,29,,,
TASK01002,EMP0001,Support,Testing,Low,2025-08-22,2025-08-25,2025-08-26,True,False,36,38.4,73.0,3.0
TASK01003,EMP0115,Marketing,Training,Medium,2025-09-27,2025-10-08,2025-10-06,True,True,39,30.6,67.1,3.0
TASK01004,EMP0062,Finance,Report,High,2025-08-24,2025-08-30,2025-09-01,True,False,10,17.8,80.7,2.0
TASK01005,EMP0150,HR,Training,High,2025-08-17,2025-08-30,2025-08-29,True,True,12,15.2,71.8,3.0
TASK01006,EMP0126,Marketing,Report,Medium,2025-09-25,2025-10-03,2025-10-06,True,False,35,54.0,70.3,4.0
TASK01007,EMP0057,Support,Documentation,Low,2025-11-04,2025-11-11,2025-11-09,True,True,15,12.4,70.3,4.0
TASK01008,EMP0145,Finance,Testing,High,2025-07-23,2025-07-30,2025-08-03,True,False,26,35.3,83.4,3.0
TASK01009,EMP0046,Sales,Documentation,Medium,2025-10-18,2025-10-21,2025-10-23,True,False,30,38.3,83.2,5.0
TASK01010,EMP0174,HR,Client Call,Low,2025-08-27,2025-09-05,2025-09-09,True,False,30,36.0,73.9,3.0
TASK01011,EMP0078,Engineering,Meeting,High,2026-03-27,2026-04-02,2026-03-31,True,True,13,15.1,72.7,1.0
TASK01012,EMP0004,Sales,Feature Dev,Medium,2025-05-25,2025-05-27,2025-05-26,True,True,19,35.9,73.1,1.0
TASK01013,EMP0125,Marketing,Meeting,Low,2025-11-25,2025-11-26,2025-11-29,True,False,14,21.2,74.4,3.0
TASK01014,EMP0088,Support,Code Review,High,2025-07-29,2025-08-11,2025-08-13,True,False,14,21.8,62.4,5.0
TASK01015,EMP0069,Finance,Client Call,Critical,2026-03-26,2026-03-27,2026-03-29,True,False,24,40.2,90.0,4.0
TASK01016,EMP0021,Support,Code Review,High,2025-10-04,2025-10-17,2025-10-22,True,False,34,67.5,81.8,4.0
TASK01017,EMP0070,Support,Training,Low,2025-06-29,2025-07-11,2025-07-16,True,False,16,20.4,83.0,4.0
TASK01018,EMP0150,HR,Client Call,High,2025-04-15,2025-04-23,2025-04-22,True,True,22,38.9,66.5,4.0
TASK01019,EMP0126,Marketing,Code Review,Low,2026-03-24,2026-04-01,2026-03-30,True,True,25,17.7,78.0,3.0
TASK01020,EMP0178,Support,Client Call,Critical,2025-05-11,2025-05-12,2025-05-15,True,False,23,19.3,77.4,4.0
TASK01021,EMP0046,Sales,Bug Fix,High,2025-06-12,2025-06-24,2025-06-27,True,False,39,20.9,100.0,2.0
TASK01022,EMP0124,Engineering,Client Call,Low,2025-04-22,2025-04-28,2025-05-02,True,False,26,21.0,50.3,1.0
TASK01023,EMP0159,Support,Meeting,Medium,2026-02-01,2026-02-05,2026-02-08,True,False,38,73.8,73.5,1.0
TASK01024,EMP0050,Sales,Code Review,Low,2026-01-10,2026-01-21,2026-01-19,True,True,40,49.3,88.4,2.0
TASK01025,EMP0146,Support,Feature Dev,Low,2025-12-28,2026-01-04,2026-01-05,True,False,20,29.8,95.5,4.0
TASK01026,EMP0129,HR,Feature Dev,Low,2025-09-14,2025-09-23,2025-09-26,True,False,28,30.4,75.5,2.0
TASK01027,EMP0033,Finance,Documentation,Medium,2025-06-22,2025-06-30,2025-07-04,True,False,15,10.4,87.3,3.0
TASK01028,EMP0105,Sales,Meeting,Medium,2025-07-31,2025-08-12,2025-08-12,True,True,40,54.5,69.1,5.0
TASK01029,EMP0078,Engineering,Code Review,Low,2025-07-04,2025-07-16,2025-07-18,True,False,14,7.2,78.1,4.0
TASK01030,EMP0042,Engineering,Report,Low,2025-09-23,2025-09-30,2025-10-01,True,False,35,34.8,73.2,4.0
TASK01031,EMP0118,Support,Meeting,Medium,2025-06-12,2025-06-13,2025-06-15,True,False,31,31.6,68.7,4.0
TASK01032,EMP0200,Engineering,Documentation,Medium,2025-11-24,2025-12-07,,False,False,28,,,
TASK01033,EMP0044,Support,Code Review,Low,2026-04-14,2026-04-24,2026-04-29,True,False,26,48.5,64.2,5.0
TASK01034,EMP0130,Marketing,Code Review,Low,2025-12-28,2026-01-09,,False,False,17,,,
TASK01035,EMP0147,HR,Client Call,Low,2025-08-10,2025-08-21,2025-08-20,True,True,15,27.9,79.8,5.0
TASK01036,EMP0108,Sales,Testing,Low,2025-10-07,2025-10-13,2025-10-12,True,True,34,56.1,83.6,4.0
TASK01037,EMP0087,HR,Report,Medium,2025-10-27,2025-11-01,2025-10-30,True,True,31,16.7,87.2,4.0
TASK01038,EMP0107,Support,Feature Dev,Medium,2025-04-20,2025-04-27,2025-05-01,True,False,4,2.1,79.7,2.0
TASK01039,EMP0032,Sales,Documentation,Medium,2026-02-05,2026-02-17,2026-02-22,True,False,6,3.7,84.1,4.0
TASK01040,EMP0051,Finance,Feature Dev,Low,2025-09-13,2025-09-27,2025-09-27,True,True,12,21.1,72.2,2.0
TASK01041,EMP0166,HR,Bug Fix,Low,2025-07-09,2025-07-18,2025-07-18,True,True,6,9.0,79.1,3.0
TASK01042,EMP0175,Finance,Bug Fix,Low,2025-09-12,2025-09-18,2025-09-16,True,True,36,29.7,80.0,5.0
TASK01043,EMP0100,HR,Report,Medium,2026-01-29,2026-02-10,2026-02-09,True,True,26,39.9,88.2,1.0
TASK01044,EMP0120,Sales,Documentation,Medium,2026-01-22,2026-01-23,2026-01-24,True,False,17,18.1,77.7,2.0
TASK01045,EMP0143,Marketing,Feature Dev,Low,2025-08-10,2025-08-17,2025-08-15,True,True,23,39.8,77.4,2.0
TASK01046,EMP0085,Engineering,Training,Critical,2025-09-26,2025-09-28,2025-09-28,True,True,12,6.8,81.4,1.0
TASK01047,EMP0145,Finance,Client Call,High,2025-05-02,2025-05-08,2025-05-09,True,False,15,28.5,77.0,4.0
TASK01048,EMP0157,HR,Testing,Low,2025-08-15,2025-08-19,2025-08-22,True,False,13,6.8,91.1,1.0
TASK01049,EMP0073,Support,Documentation,Medium,2025-10-17,2025-10-25,2025-10-27,True,False,25,14.1,79.3,4.0
TASK01050,EMP0133,Sales,Code Review,Medium,2026-03-28,2026-04-07,2026-04-06,True,True,36,60.7,90.9,3.0
TASK01051,EMP0052,Engineering,Testing,Critical,2026-01-29,2026-02-08,2026-02-12,True,False,10,10.0,79.1,4.0
TASK01052,EMP0085,Engineering,Documentation,Low,2025-06-12,2025-06-13,2025-06-18,True,False,26,32.9,72.1,5.0
TASK01053,EMP0153,Support,Client Call,Medium,2025-09-29,2025-09-30,2025-09-30,True,True,21,17.9,79.8,2.0
TASK01054,EMP0190,Sales,Client Call,Medium,2025-06-15,2025-06-16,2025-06-21,True,False,20,16.1,84.5,2.0
TASK01055,EMP0037,HR,Report,Medium,2025-09-18,2025-09-22,,False,False,40,,,
TASK01056,EMP0031,Support,Client Call,High,2025-12-27,2026-01-02,2026-01-05,True,False,4,5.1,82.1,3.0
TASK01057,EMP0180,Sales,Training,High,2026-03-27,2026-03-31,2026-04-03,True,False,23,19.9,84.4,1.0
TASK01058,EMP0182,Marketing,Client Call,Critical,2025-07-30,2025-08-10,,False,False,16,,,
TASK01059,EMP0152,Support,Feature Dev,Medium,2025-06-01,2025-06-04,2025-06-02,True,True,6,10.8,79.6,2.0
TASK01060,EMP0192,Marketing,Feature Dev,Low,2025-05-02,2025-05-05,,False,False,10,,,
TASK01061,EMP0094,Finance,Client Call,Low,2025-08-30,2025-09-08,2025-09-09,True,False,17,21.4,70.3,4.0
TASK01062,EMP0132,Support,Meeting,Medium,2025-08-06,2025-08-18,2025-08-22,True,False,13,18.3,67.2,3.0
TASK01063,EMP0063,Finance,Testing,Medium,2025-05-26,2025-06-06,2025-06-11,True,False,7,13.5,78.5,4.0
TASK01064,EMP0199,Marketing,Report,Medium,2026-02-28,2026-03-08,2026-03-12,True,False,11,19.0,100.0,1.0
TASK01065,EMP0074,HR,Training,High,2025-08-20,2025-08-27,2025-08-29,True,False,40,52.2,91.3,2.0
TASK01066,EMP0105,Sales,Report,Low,2025-05-22,2025-05-30,2025-06-01,True,False,26,34.9,78.3,1.0
TASK01067,EMP0027,HR,Training,Medium,2025-11-23,2025-12-05,2025-12-05,True,True,14,7.1,100.0,3.0
TASK01068,EMP0134,Sales,Client Call,Medium,2026-04-02,2026-04-09,,False,False,25,,,
TASK01069,EMP0080,Sales,Client Call,Medium,2025-06-09,2025-06-20,,False,False,6,,,
TASK01070,EMP0036,Sales,Meeting,High,2025-12-01,2025-12-03,2025-12-03,True,True,14,23.0,75.0,3.0
TASK01071,EMP0200,Engineering,Client Call,Medium,2025-09-14,2025-09-22,2025-09-25,True,False,5,7.4,97.2,2.0
TASK01072,EMP0118,Support,Bug Fix,Low,2025-04-30,2025-05-01,,False,False,25,,,
TASK01073,EMP0109,Sales,Code Review,Medium,2026-01-02,2026-01-13,2026-01-18,True,False,11,9.7,83.3,1.0
TASK01074,EMP0104,Engineering,Feature Dev,Low,2025-05-22,2025-05-24,2025-05-28,True,False,27,42.1,69.6,5.0
TASK01075,EMP0058,Engineering,Training,Critical,2026-04-11,2026-04-18,2026-04-22,True,False,18,27.7,71.5,5.0
TASK01076,EMP0006,Marketing,Testing,Medium,2026-03-28,2026-04-04,2026-04-08,True,False,7,4.6,71.0,2.0
TASK01077,EMP0088,Support,Meeting,Low,2026-02-25,2026-03-01,,False,False,27,,,
TASK01078,EMP0070,Support,Client Call,Low,2025-12-01,2025-12-04,2025-12-02,True,True,8,4.8,96.9,5.0
TASK01079,EMP0160,Sales,Code Review,Medium,2026-01-06,2026-01-11,2026-01-11,True,True,13,13.8,93.7,2.0
TASK01080,EMP0104,Engineering,Documentation,Medium,2025-08-09,2025-08-18,,False,False,30,,,
TASK01081,EMP0057,Support,Client Call,Low,2026-01-13,2026-01-14,2026-01-15,True,False,18,35.5,100.0,4.0
TASK01082,EMP0108,Sales,Client Call,Medium,2025-04-19,2025-04-29,2025-04-29,True,True,7,6.6,92.5,1.0
TASK01083,EMP0152,Support,Feature Dev,Low,2025-10-02,2025-10-08,2025-10-09,True,False,32,39.3,78.8,1.0
TASK01084,EMP0172,Finance,Bug Fix,Low,2025-04-29,2025-05-12,,False,False,39,,,
TASK01085,EMP0021,Support,Meeting,Low,2025-07-06,2025-07-15,2025-07-19,True,False,40,51.2,74.7,4.0
TASK01086,EMP0101,Support,Testing,Medium,2026-01-02,2026-01-08,2026-01-11,True,False,25,38.1,83.4,3.0
TASK01087,EMP0167,Engineering,Testing,High,2025-07-25,2025-07-31,2025-08-04,True,False,5,9.8,62.0,1.0
TASK01088,EMP0086,HR,Training,Low,2026-04-11,2026-04-25,2026-04-25,True,True,3,4.2,93.8,3.0
TASK01089,EMP0121,Finance,Report,Critical,2025-04-15,2025-04-28,2025-05-01,True,False,30,42.8,74.3,5.0
TASK01090,EMP0094,Finance,Bug Fix,Medium,2025-05-07,2025-05-11,2025-05-14,True,False,3,4.4,85.6,3.0
TASK01091,EMP0115,Marketing,Report,Medium,2025-11-27,2025-12-01,2025-12-05,True,False,7,7.2,80.3,1.0
TASK01092,EMP0017,Marketing,Training,High,2025-10-18,2025-10-23,2025-10-23,True,True,35,63.5,83.1,1.0
TASK01093,EMP0127,Support,Feature Dev,Low,2025-08-05,2025-08-18,2025-08-23,True,False,12,22.1,68.6,4.0
TASK01094,EMP0103,HR,Bug Fix,Medium,2026-03-28,2026-04-01,2026-04-01,True,True,7,4.6,81.3,2.0
TASK01095,EMP0141,Finance,Documentation,Critical,2025-04-27,2025-05-03,,False,False,19,,,
TASK01096,EMP0136,Finance,Report,High,2025-10-14,2025-10-25,2025-10-24,True,True,10,18.8,71.3,1.0
TASK01097,EMP0142,Engineering,Feature Dev,High,2025-10-26,2025-11-01,,False,False,38,,,
TASK01098,EMP0036,Sales,Training,Medium,2025-05-13,2025-05-20,,False,False,26,,,
TASK01099,EMP0157,HR,Feature Dev,Critical,2025-07-28,2025-08-04,2025-08-05,True,False,18,12.1,73.9,1.0
TASK01100,EMP0024,Marketing,Code Review,Low,2025-07-26,2025-08-07,2025-08-08,True,False,9,12.2,62.3,3.0
TASK01101,EMP0194,Marketing,Documentation,Critical,2025-11-26,2025-12-06,2025-12-08,True,False,5,6.9,87.9,4.0
TASK01102,EMP0030,Finance,Documentation,Critical,2026-02-15,2026-02-21,2026-02-21,True,True,35,52.3,80.5,1.0
TASK01103,EMP0092,Finance,Meeting,Medium,2025-11-30,2025-12-09,2025-12-12,True,False,11,19.0,91.6,2.0
TASK01104,EMP0072,HR,Bug Fix,Medium,2026-01-15,2026-01-23,2026-01-25,True,False,11,17.8,76.2,5.0
TASK01105,EMP0044,Support,Meeting,Medium,2025-05-11,2025-05-20,,False,False,9,,,
TASK01106,EMP0032,Sales,Client Call,Critical,2025-08-26,2025-09-07,2025-09-08,True,False,33,30.9,75.4,1.0
TASK01107,EMP0144,Support,Bug Fix,Critical,2026-03-09,2026-03-15,2026-03-16,True,False,16,24.8,87.5,2.0
TASK01108,EMP0142,Engineering,Testing,High,2026-01-20,2026-02-01,2026-02-01,True,True,3,4.0,59.2,4.0
TASK01109,EMP0082,Sales,Meeting,Medium,2026-02-15,2026-02-21,2026-02-25,True,False,6,7.8,81.1,3.0
TASK01110,EMP0189,Marketing,Bug Fix,Medium,2025-05-23,2025-05-27,2025-05-31,True,False,8,5.6,77.0,3.0
TASK01111,EMP0035,Engineering,Code Review,Medium,2026-03-03,2026-03-06,2026-03-11,True,False,32,30.0,76.7,2.0
TASK01112,EMP0160,Sales,Feature Dev,Low,2026-01-06,2026-01-18,2026-01-16,True,True,25,39.7,84.7,2.0
TASK01113,EMP0194,Marketing,Report,Medium,2025-12-12,2025-12-19,2025-12-19,True,True,5,3.2,77.1,2.0
TASK01114,EMP0183,Finance,Client Call,Critical,2025-11-16,2025-11-18,,False,False,23,,,
TASK01115,EMP0178,Support,Client Call,Critical,2025-08-03,2025-08-14,2025-08-15,True,False,4,2.7,88.6,4.0
TASK01116,EMP0136,Finance,Feature Dev,Medium,2026-02-08,2026-02-18,,False,False,26,,,
TASK01117,EMP0087,HR,Report,High,2026-01-02,2026-01-16,2026-01-20,True,False,19,27.5,83.6,3.0
TASK01118,EMP0016,Finance,Report,Low,2025-06-05,2025-06-07,2025-06-12,True,False,34,28.5,85.7,3.0
TASK01119,EMP0122,Marketing,Client Call,Medium,2026-02-12,2026-02-14,2026-02-14,True,True,26,31.9,65.2,3.0
TASK01120,EMP0104,Engineering,Bug Fix,Medium,2026-03-04,2026-03-06,2026-03-06,True,True,27,46.4,81.1,4.0
TASK01121,EMP0021,Support,Training,Medium,2026-01-31,2026-02-09,2026-02-14,True,False,6,7.7,84.1,1.0
TASK01122,EMP0046,Sales,Code Review,High,2026-03-12,2026-03-16,,False,False,9,,,
TASK01123,EMP0139,Finance,Code Review,High,2025-11-07,2025-11-19,2025-11-24,True,False,22,15.1,73.5,5.0
TASK01124,EMP0021,Support,Feature Dev,Low,2025-04-23,2025-04-26,2025-04-28,True,False,4,2.5,90.0,5.0
TASK01125,EMP0132,Support,Training,Low,2026-01-13,2026-01-22,2026-01-20,True,True,17,16.2,72.6,3.0
TASK01126,EMP0137,HR,Testing,Medium,2026-01-03,2026-01-11,2026-01-16,True,False,22,28.2,74.7,5.0
TASK01127,EMP0159,Support,Code Review,Medium,2025-11-25,2025-11-29,2025-11-27,True,True,17,9.4,79.3,3.0
TASK01128,EMP0023,Finance,Training,High,2025-12-16,2025-12-20,,False,False,40,,,
TASK01129,EMP0087,HR,Meeting,Low,2026-04-08,2026-04-14,2026-04-18,True,False,6,7.9,76.2,4.0
TASK01130,EMP0172,Finance,Code Review,Medium,2026-02-23,2026-02-26,2026-02-25,True,True,18,27.3,90.9,5.0
TASK01131,EMP0182,Marketing,Training,Low,2026-03-03,2026-03-14,2026-03-15,True,False,25,33.6,77.5,5.0
TASK01132,EMP0175,Finance,Documentation,Low,2025-12-17,2025-12-31,2026-01-04,True,False,26,14.0,75.9,1.0
TASK01133,EMP0005,Support,Feature Dev,Low,2025-11-14,2025-11-23,2025-11-27,True,False,6,6.0,84.9,3.0
TASK01134,EMP0075,Engineering,Client Call,Critical,2025-08-10,2025-08-23,2025-08-24,True,False,19,9.8,76.8,2.0
TASK01135,EMP0068,HR,Meeting,Medium,2025-11-11,2025-11-13,2025-11-12,True,True,13,16.8,85.8,5.0
TASK01136,EMP0185,Engineering,Training,High,2026-01-10,2026-01-18,2026-01-21,True,False,38,68.3,81.5,3.0
TASK01137,EMP0019,Engineering,Training,Medium,2025-07-10,2025-07-11,2025-07-15,True,False,13,13.2,67.6,5.0
TASK01138,EMP0076,Sales,Training,Medium,2026-02-25,2026-03-11,2026-03-11,True,True,18,9.3,84.7,2.0
TASK01139,EMP0023,Finance,Testing,Medium,2025-12-01,2025-12-04,2025-12-06,True,False,5,9.4,53.6,2.0
TASK01140,EMP0076,Sales,Report,Medium,2026-02-04,2026-02-11,2026-02-11,True,True,30,59.4,97.1,5.0
TASK01141,EMP0077,Engineering,Feature Dev,Low,2026-03-10,2026-03-17,2026-03-18,True,False,21,30.5,66.8,3.0
TASK01142,EMP0028,Support,Feature Dev,Medium,2025-10-26,2025-11-01,2025-10-31,True,True,6,9.6,77.8,2.0
TASK01143,EMP0104,Engineering,Client Call,Medium,2025-07-12,2025-07-14,2025-07-19,True,False,2,3.9,67.5,5.0
TASK01144,EMP0193,Marketing,Documentation,Critical,2025-10-27,2025-10-30,2025-10-29,True,True,27,14.1,66.4,1.0
TASK01145,EMP0128,Engineering,Training,High,2026-01-02,2026-01-14,2026-01-17,True,False,17,33.9,65.0,5.0
TASK01146,EMP0072,HR,Documentation,Low,2025-07-15,2025-07-23,,False,False,35,,,
TASK01147,EMP0032,Sales,Client Call,Low,2025-12-24,2025-12-30,2026-01-02,True,False,5,5.7,77.3,2.0
TASK01148,EMP0079,Sales,Feature Dev,Medium,2026-03-26,2026-03-28,2026-03-29,True,False,36,63.9,100.0,3.0
TASK01149,EMP0136,Finance,Meeting,Low,2025-07-06,2025-07-11,2025-07-09,True,True,38,41.4,89.2,5.0
TASK01150,EMP0028,Support,Bug Fix,High,2026-03-10,2026-03-11,,False,False,33,,,
TASK01151,EMP0142,Engineering,Testing,Medium,2026-01-03,2026-01-13,2026-01-15,True,False,24,15.9,75.9,2.0
TASK01152,EMP0035,Engineering,Training,Medium,2025-10-05,2025-10-06,2025-10-11,True,False,14,8.8,61.7,2.0
TASK01153,EMP0181,Support,Testing,Medium,2025-08-28,2025-09-05,2025-09-07,True,False,16,19.3,87.5,3.0
TASK01154,EMP0054,Engineering,Report,Medium,2025-04-29,2025-05-02,2025-05-04,True,False,8,15.9,72.5,2.0
TASK01155,EMP0147,HR,Meeting,Low,2026-02-16,2026-02-28,2026-03-03,True,False,14,9.3,68.3,1.0
TASK01156,EMP0068,HR,Report,Low,2025-08-08,2025-08-15,2025-08-13,True,True,12,18.0,100.0,3.0
TASK01157,EMP0125,Marketing,Client Call,Low,2026-02-17,2026-02-25,2026-02-25,True,True,22,35.8,71.3,5.0
TASK01158,EMP0145,Finance,Feature Dev,High,2025-05-17,2025-05-29,2025-06-02,True,False,10,6.6,80.0,1.0
TASK01159,EMP0145,Finance,Testing,Low,2025-06-22,2025-06-28,2025-06-29,True,False,5,7.6,69.0,4.0
TASK01160,EMP0023,Finance,Feature Dev,Critical,2025-11-22,2025-12-04,2025-12-09,True,False,20,18.5,90.7,4.0
TASK01161,EMP0042,Engineering,Feature Dev,Low,2025-04-17,2025-04-20,2025-04-20,True,True,17,15.7,85.5,3.0
TASK01162,EMP0156,HR,Feature Dev,Critical,2025-10-10,2025-10-14,2025-10-18,True,False,14,17.0,73.4,5.0
TASK01163,EMP0097,HR,Code Review,Medium,2025-08-21,2025-08-25,,False,False,39,,,
TASK01164,EMP0174,HR,Client Call,Low,2026-04-10,2026-04-13,2026-04-15,True,False,14,26.5,93.5,1.0
TASK01165,EMP0126,Marketing,Documentation,Medium,2025-05-19,2025-05-21,2025-05-25,True,False,28,36.0,71.4,2.0
TASK01166,EMP0109,Sales,Meeting,Medium,2025-05-25,2025-06-02,2025-06-06,True,False,5,4.8,93.1,3.0
TASK01167,EMP0053,Sales,Code Review,Low,2025-09-21,2025-09-27,2025-09-28,True,False,22,40.5,100.0,1.0
TASK01168,EMP0127,Support,Feature Dev,Low,2025-11-24,2025-12-05,2025-12-06,True,False,20,24.2,84.0,4.0
TASK01169,EMP0158,Sales,Bug Fix,Low,2025-07-04,2025-07-12,2025-07-14,True,False,9,5.8,91.5,5.0
TASK01170,EMP0162,Sales,Testing,High,2025-11-03,2025-11-06,2025-11-09,True,False,39,50.4,82.8,2.0
TASK01171,EMP0154,HR,Feature Dev,Medium,2026-03-19,2026-03-23,2026-03-22,True,True,8,5.6,86.9,1.0
TASK01172,EMP0120,Sales,Feature Dev,Medium,2025-08-19,2025-08-30,2025-08-31,True,False,30,56.6,87.3,5.0
TASK01173,EMP0054,Engineering,Bug Fix,Medium,2025-08-26,2025-08-31,2025-09-01,True,False,36,56.9,63.4,2.0
TASK01174,EMP0013,HR,Feature Dev,Low,2026-03-23,2026-04-01,2026-04-04,True,False,25,29.3,71.9,4.0
TASK01175,EMP0110,Engineering,Code Review,Low,2026-01-17,2026-01-24,2026-01-22,True,True,12,16.8,74.2,3.0
TASK01176,EMP0187,Sales,Training,Low,2025-07-14,2025-07-24,2025-07-25,True,False,27,33.5,90.2,5.0
TASK01177,EMP0003,Finance,Client Call,Critical,2025-10-14,2025-10-17,2025-10-21,True,False,37,61.8,60.4,5.0
TASK01178,EMP0029,HR,Training,Low,2025-12-06,2025-12-09,2025-12-10,True,False,39,60.3,89.7,4.0
TASK01179,EMP0003,Finance,Meeting,Medium,2025-08-29,2025-09-10,2025-09-12,True,False,16,15.1,60.8,5.0
TASK01180,EMP0148,Finance,Code Review,Low,2025-12-16,2025-12-20,2025-12-21,True,False,20,11.2,98.6,3.0
TASK01181,EMP0191,Support,Documentation,Critical,2025-09-23,2025-09-28,2025-09-26,True,True,17,33.7,76.0,5.0
TASK01182,EMP0094,Finance,Training,Low,2025-06-05,2025-06-16,2025-06-19,True,False,22,13.7,71.9,3.0
TASK01183,EMP0132,Support,Testing,High,2025-05-04,2025-05-11,,False,False,20,,,
TASK01184,EMP0053,Sales,Meeting,Critical,2025-12-16,2025-12-27,2025-12-30,True,False,16,25.5,100.0,2.0
TASK01185,EMP0184,Engineering,Meeting,Low,2025-04-23,2025-04-24,2025-04-24,True,True,26,49.9,71.7,5.0
TASK01186,EMP0171,Finance,Client Call,Medium,2025-07-06,2025-07-20,2025-07-23,True,False,19,15.3,64.2,2.0
TASK01187,EMP0118,Support,Feature Dev,Medium,2026-01-24,2026-02-05,2026-02-08,True,False,11,20.4,89.5,4.0
TASK01188,EMP0125,Marketing,Code Review,Low,2026-02-25,2026-02-28,2026-02-28,True,True,14,19.0,72.7,3.0
TASK01189,EMP0186,Engineering,Documentation,Low,2026-03-25,2026-03-28,,False,False,27,,,
TASK01190,EMP0044,Support,Training,Low,2025-06-17,2025-06-19,2025-06-24,True,False,27,17.6,93.8,2.0
TASK01191,EMP0172,Finance,Feature Dev,High,2025-08-12,2025-08-25,2025-08-24,True,True,26,28.0,59.9,1.0
TASK01192,EMP0051,Finance,Documentation,High,2025-07-06,2025-07-17,,False,False,10,,,
TASK01193,EMP0031,Support,Feature Dev,High,2025-09-24,2025-09-29,2025-09-27,True,True,2,3.9,86.2,5.0
TASK01194,EMP0042,Engineering,Documentation,High,2025-12-05,2025-12-11,,False,False,7,,,
TASK01195,EMP0150,HR,Report,Low,2025-07-19,2025-08-01,2025-08-06,True,False,12,11.5,90.9,2.0
TASK01196,EMP0051,Finance,Feature Dev,Low,2025-08-22,2025-08-31,2025-08-30,True,True,3,5.2,93.7,5.0
TASK01197,EMP0086,HR,Code Review,Low,2025-09-05,2025-09-14,,False,False,28,,,
TASK01198,EMP0102,Finance,Meeting,Low,2025-09-17,2025-09-21,2025-09-25,True,False,26,18.7,68.8,2.0
TASK01199,EMP0112,HR,Feature Dev,Critical,2025-10-03,2025-10-14,2025-10-13,True,True,33,24.9,76.1,2.0
TASK01200,EMP0084,HR,Feature Dev,Low,2025-10-10,2025-10-15,2025-10-18,True,False,9,9.4,73.3,1.0
TASK01201,EMP0096,HR,Client Call,Medium,2026-01-24,2026-01-27,2026-01-30,True,False,40,30.9,64.0,2.0
TASK01202,EMP0103,HR,Meeting,High,2026-03-21,2026-04-01,2026-04-03,True,False,24,43.5,78.1,4.0
TASK01203,EMP0021,Support,Code Review,Medium,2025-12-05,2025-12-10,2025-12-09,True,True,2,3.6,97.2,2.0
TASK01204,EMP0098,Finance,Client Call,Medium,2026-04-09,2026-04-16,2026-04-21,True,False,6,4.0,84.5,3.0
TASK01205,EMP0049,Sales,Client Call,Low,2025-10-15,2025-10-21,,False,False,13,,,
TASK01206,EMP0050,Sales,Testing,Medium,2025-11-30,2025-12-08,2025-12-12,True,False,40,67.6,91.5,2.0
TASK01207,EMP0007,Support,Client Call,High,2025-05-21,2025-06-01,,False,False,26,,,
TASK01208,EMP0137,HR,Client Call,Medium,2026-02-02,2026-02-11,2026-02-12,True,False,26,16.3,80.2,5.0
TASK01209,EMP0156,HR,Bug Fix,Medium,2025-12-08,2025-12-20,2025-12-21,True,False,7,6.0,82.0,2.0
TASK01210,EMP0147,HR,Bug Fix,Critical,2025-08-12,2025-08-13,2025-08-18,True,False,10,18.8,81.9,3.0
TASK01211,EMP0074,HR,Training,Medium,2025-04-24,2025-05-08,2025-05-08,True,True,20,23.8,66.3,4.0
TASK01212,EMP0195,Finance,Code Review,Low,2025-05-29,2025-06-12,2025-06-12,True,True,9,17.5,70.2,4.0
TASK01213,EMP0062,Finance,Bug Fix,High,2026-03-08,2026-03-20,,False,False,25,,,
